"FullName","Length","LastWriteTime"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\.git\objects\f8\da5c7a823127d819d7b24c1c9638912ee3fe33","32","04-Aug-2025 08:46:15"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\.git\objects\fb\78de7eee3ee17d1d176e313236cc6c87f81b90","1042","04-Aug-2025 08:46:14"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\.git\objects\fc\35a0527d7a355405690b4d7bcd51582a37c754","35493","13-Aug-2025 22:12:29"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\.git\ORIG_HEAD","41","13-Aug-2025 22:12:57"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\.git\refs\heads\main","41","13-Aug-2025 22:13:03"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\.git\refs\remotes\origin\HEAD","30","04-Aug-2025 08:46:15"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\.git\refs\remotes\origin\main","41","13-Aug-2025 22:14:06"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\.gitignore","36","04-Aug-2025 09:00:02"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\_Logs\deepscan_archive_20250814_1333.csv","1099","14-Aug-2025 13:33:28"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\_Logs\deepscan_backup_20250814_1333.csv","9719","14-Aug-2025 13:33:28"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\_Logs\deepscan_CAPM_Exam_20250814_1306.csv","35260","14-Aug-2025 13:06:49"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\_Logs\deepscan_docs_20250814_1333.csv","740","14-Aug-2025 13:33:28"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\_Logs\deepscan_files_20250814_1409.csv","0","14-Aug-2025 14:09:43"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\_Logs\deepscan_import_20250814_1333.csv","316","14-Aug-2025 13:33:28"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\_Logs\deepscan_logs_20250814_1333.csv","468","14-Aug-2025 13:33:28"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\_Logs\deepscan_ReadMe_20250814_1333.csv","132","14-Aug-2025 13:33:28"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\archive\_Logs\deepscan_CAPM_Exam_20250814_1233.csv","15620","14-Aug-2025 12:34:31"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\archive\_Logs\deepscan_CAPM_Exam_20250814_1238.csv","15736","14-Aug-2025 12:38:07"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\archive\_Logs\deepscan_excel_to_json_20250814_1233.csv","19711","14-Aug-2025 12:34:31"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\archive\_Logs\logs_audit_20250814_1256.csv","496","14-Aug-2025 12:56:00"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\archive\10questions.txt","7427","05-Aug-2025 15:53:07"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\archive\add_questions_to_excel.py","4239","05-Aug-2025 15:30:06"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\archive\convert_questions.py","2562","05-Aug-2025 08:59:27"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\archive\nginx.conf","1215","04-Aug-2025 09:07:09"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\archive\requirements.txt","22","04-Aug-2025 18:30:59"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250804_174047\CourseraQuestions.docx","17353","04-Aug-2025 19:06:52"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250804_174047\drop_the_format_questions.txt","2109","04-Aug-2025 19:06:52"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250804_174047\Grok_Prompt.txt","1214","04-Aug-2025 19:06:52"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250804_174047\questions.json","181158","04-Aug-2025 19:06:52"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250804_183048\CourseraQuestions.docx","17353","04-Aug-2025 19:06:52"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250804_183048\drop_the_format_questions.txt","2109","04-Aug-2025 19:06:52"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250804_183048\Grok_Prompt.txt","1214","04-Aug-2025 19:06:52"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250804_183048\questions.json","181158","04-Aug-2025 19:06:52"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250804_184205\CourseraQuestions.docx","17353","04-Aug-2025 19:06:52"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250804_184205\drop_the_format_questions.txt","2109","04-Aug-2025 19:06:52"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250804_184205\Grok_Prompt.txt","1214","04-Aug-2025 19:06:52"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250804_184205\questions.json","181158","04-Aug-2025 19:06:52"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_084423\CourseraQuestions.docx","17353","03-Aug-2025 11:24:40"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_084423\drop_the_format_questions.txt","10698","05-Aug-2025 08:31:47"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_084423\Grok_Prompt.txt","1214","04-Aug-2025 16:19:07"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_084423\questions.json","184154","04-Aug-2025 18:42:06"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_084423\ReadMe_Correct-Format_Questions.docx","14868","04-Aug-2025 18:54:20"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_093314\CourseraQuestions.docx","17353","03-Aug-2025 11:24:40"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_093314\drop_the_format_questions.txt","10698","05-Aug-2025 08:31:47"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_093314\Grok_Prompt.txt","1214","04-Aug-2025 16:19:07"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_093314\questions.json","186948","05-Aug-2025 08:44:24"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_093314\ReadMe_Correct-Format_Questions.docx","14868","04-Aug-2025 18:54:20"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_094603\CourseraQuestions.docx","17353","03-Aug-2025 11:24:40"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_094603\drop_the_format_questions.txt","10698","05-Aug-2025 08:31:47"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_094603\Grok_Prompt.txt","1214","04-Aug-2025 16:19:07"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_094603\questions.json","187261","05-Aug-2025 09:33:14"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_094603\ReadMe_Correct-Format_Questions.docx","14868","04-Aug-2025 18:54:20"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_095324\CourseraQuestions.docx","17353","03-Aug-2025 11:24:40"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_095324\drop_the_format_questions.txt","12883","05-Aug-2025 09:52:29"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_095324\Grok_Prompt.txt","1214","04-Aug-2025 16:19:07"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_095324\questions.json","187261","05-Aug-2025 09:46:03"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_095324\ReadMe_Correct-Format_Questions.docx","14868","04-Aug-2025 18:54:20"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_151608\CourseraQuestions.docx","17353","03-Aug-2025 11:24:40"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_151608\drop_the_format_questions.txt","12883","05-Aug-2025 09:52:29"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_151608\Grok_Prompt.txt","1260","05-Aug-2025 15:00:29"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_151608\questions.json","187261","05-Aug-2025 09:53:25"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_151608\ReadMe_Correct-Format_Questions.docx","14868","04-Aug-2025 18:54:20"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_151652\CourseraQuestions.docx","17353","03-Aug-2025 11:24:40"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_151652\drop_the_format_questions.txt","12883","05-Aug-2025 09:52:29"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_151652\Grok_Prompt.txt","1260","05-Aug-2025 15:00:29"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_151652\questions.json","187261","05-Aug-2025 15:16:08"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_151652\ReadMe_Correct-Format_Questions.docx","14868","04-Aug-2025 18:54:20"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_153011\CourseraQuestions.docx","17353","03-Aug-2025 11:24:40"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_153011\drop_the_format_questions.txt","12883","05-Aug-2025 09:52:29"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_153011\Grok_Prompt.txt","1260","05-Aug-2025 15:00:29"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_153011\questions.json","187261","05-Aug-2025 15:16:52"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_153011\ReadMe_Correct-Format_Questions.docx","14868","04-Aug-2025 18:54:20"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_160550\CourseraQuestions.docx","17353","03-Aug-2025 11:24:40"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_160550\drop_the_format_questions.txt","12883","05-Aug-2025 09:52:29"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_160550\Grok_Prompt.txt","1260","05-Aug-2025 15:00:29"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_160550\questions.json","187261","05-Aug-2025 15:16:52"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_160550\ReadMe_Correct-Format_Questions.docx","14868","05-Aug-2025 15:47:02"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_162652\CourseraQuestions.docx","17353","03-Aug-2025 11:24:40"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_162652\drop_the_format_questions.txt","12883","05-Aug-2025 09:52:29"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_162652\Grok_Prompt.txt","1260","05-Aug-2025 15:00:29"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_162652\questions.json","187261","05-Aug-2025 15:16:52"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_162652\ReadMe_Correct-Format_Questions.docx","14868","05-Aug-2025 15:47:02"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_164437\questions.json","187261","05-Aug-2025 15:16:52"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_165521\questions.json","187261","05-Aug-2025 15:16:52"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\data_backup_20250805_181537\questions.json","187261","05-Aug-2025 15:16:52"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\backup\questions.json","181158","04-Aug-2025 09:07:09"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\data\CourseraQuestions.docx","17353","03-Aug-2025 11:24:40"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\data\CourseraQuestions_V2.docx","110123","13-Aug-2025 12:51:30"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\data\drop_the_format_questions.txt","2109","05-Aug-2025 18:15:02"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\data\Grok_Prompt.txt","1260","05-Aug-2025 15:00:29"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\data\questions.json","187261","05-Aug-2025 15:16:52"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\data\questions_updated.json","181952","05-Aug-2025 18:15:25"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\docs\CAPM-Exam-Prep_Communications-Management-Approach_v1.0_2025-08-13.docx","37804","13-Aug-2025 18:42:12"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\docs\CAPM-Exam-Prep_Project-Approach-and-Methodology_v1.0_2025-08-13.docx","37569","13-Aug-2025 18:19:43"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\docs\CAPM-Exam-Prep_Project-Charter_v1.0_2025-08-13.docx","37879","13-Aug-2025 18:08:23"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\docs\CAPM-Exam-Prep_StakeholderRegister_v1.0_2025-08-13.xlsx","6051","13-Aug-2025 18:38:00"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\docs\CAPM-Exam-Prep_Statement-of-Justification_v1.0_2025-08-13.docx","37358","13-Aug-2025 18:15:34"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\import\.gitignore","111","05-Aug-2025 19:02:31"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\import\LICENSE","1076","04-Aug-2025 19:08:25"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\import\test_questions.xlsx","10503","05-Aug-2025 16:05:51"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\logs\backup_log_20250805_164437.txt","506","05-Aug-2025 16:44:37"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\logs\backup_log_20250805_165037.txt","153","05-Aug-2025 16:50:37"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\logs\backup_log_20250805_165521.txt","451","05-Aug-2025 16:55:21"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\logs\backup_log_20250805_181537.txt","451","05-Aug-2025 18:15:37"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\ReadMe\ReadMe.docx","25191","14-Aug-2025 13:05:02"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\scripts\app.js","27380","04-Aug-2025 09:07:09"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\scripts\app.py","3779","04-Aug-2025 09:07:09"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\scripts\backup_script.bat","2581","05-Aug-2025 16:55:11"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\scripts\check_duplicates.py","570","05-Aug-2025 16:24:00"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\scripts\cyberpunk-bg.jpg","241822","04-Aug-2025 09:07:09"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\scripts\docker-compose.yml","809","04-Aug-2025 09:07:09"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\scripts\Dockerfile","534","04-Aug-2025 09:07:09"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\scripts\Dockerfile.react","331","04-Aug-2025 09:07:09"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\scripts\index.html","8360","04-Aug-2025 09:07:09"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\scripts\jsonInterface.js","2572","04-Aug-2025 09:07:09"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\scripts\remove_duplicates.py","2376","05-Aug-2025 17:26:11"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\scripts\run_conversion.bat","889","04-Aug-2025 18:40:16"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\scripts\styles.css","4212","04-Aug-2025 09:07:09"
