"FullName","Length","LastWriteTime"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\_Logs\logs_audit_20250814_1256.csv","0","14-Aug-2025 12:56:00"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\_Logs\deepscan_CAPM_Exam_20250814_1238.csv","15736","14-Aug-2025 12:38:07"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\_Logs\deepscan_CAPM_Exam_20250814_1233.csv","15620","14-Aug-2025 12:34:31"
"M:\OneDrive\Documents\GitHub\CAPM_Exam\_Logs\deepscan_excel_to_json_20250814_1233.csv","19711","14-Aug-2025 12:34:31"
